Link,Tiêu đề,Địa chỉ,Địa chỉ 1,Địa chỉ 2,Mức giá,Giá/m²,Số phòng ngủ,Huyện,Diện tích,Mặt tiền,Đường vào,Hướng nhà,Hướng ban công,Số tầng,Số toilet,Pháp lý,Ngày đăng,Ngày hết hạn,Loại tin,Mã tin,Latitude,Longitude
https://batdongsan.com.vn/ban-dat-xa-mai-lam/ban-at-au-gia-x5-du-noi-on-song-vin-yen-thuong-va-uong-dan-cau-tu-lien-pr45658174,"Bán đất đấu giá X5 Du Nội, Mai Lâm đón sóng Vin Yên Thường và đường dẫn Cầu Tứ Liên.","Xã Mai Lâm, Huyện Đông Anh, Hà Nội | (Xã Đông Anh, Hà Nội mới)","Xã Mai Lâm, Huyện Đông Anh, Hà Nội","(Xã Đông Anh, Hà Nội mới)",10 tỷ,"~121,21 triệu/m²",,Đông Anh,"82,5 m²",5 m,6 m,Tây - Nam,,,,Sổ đỏ/ Sổ hồng,05/06/2026,20/06/2026,Tin thường,45658174,21.0898116223099,105.89792355895
https://batdongsan.com.vn/ban-dat-duong-quoc-lo-21a-quoc-lo-21-xa-phu-cat-1-22/ban-at-nga-tu-vai-reo-ql21a-hoa-lac-gan-cong-nghe-cao-uong-20m-full-tho-cu-pr45782374,"Bán đất ngã tư Vai Réo - QL21A Phú Cát, Hòa Lạc, gần công nghệ cao, đường 20m, full thổ cư","Đường Quốc lộ 21A(Quốc lộ 21), Xã Phú Cát, Huyện Quốc Oai, Hà Nội | (Xã Phú Cát, Hà Nội mới)","Đường Quốc lộ 21A(Quốc lộ 21), Xã Phú Cát, Huyện Quốc Oai, Hà Nội","(Xã Phú Cát, Hà Nội mới)","3,7 tỷ",~37 triệu/m²,,Quốc Oai,100 m²,8 m,20 m,,,,,Sổ đỏ/ Sổ hồng,14/06/2026,29/06/2026,Tin thường,45782374,20.9717005240368,105.536347323201
https://batdongsan.com.vn/ban-dat-xa-thach-hoa-1/100m2-mt-5m-tai-inh-cu-ai-hoc-quoc-gia-lac-sat-uong-oi-re-nhat-thi-truong-chi-52tr-m2-pr45840752,"100m² MT 5m Tái định cư Đại học Quốc gia, Hòa Lạc. Sát đường đôi. Rẻ nhất thị trường. Chỉ 52tr/m2","Xã Thạch Hòa, Huyện Thạch Thất, Hà Nội | (Xã Hòa Lạc, Hà Nội mới)","Xã Thạch Hòa, Huyện Thạch Thất, Hà Nội","(Xã Hòa Lạc, Hà Nội mới)",52 triệu/m²,"~5,2 tỷ",,Thạch Thất,100 m²,5 m,6 m,Đông - Bắc,,,,Sổ đỏ/ Sổ hồng,02/06/2026,17/06/2026,Tin thường,45840752,21.0313250203541,105.509077180177
https://batdongsan.com.vn/ban-dat-xa-co-dong/lo-goc-120-5m2-full-tho-tai-ong-trang-oai-phuong-uong-thong-vi-tri-ep-gia-re-hon-tt-5-gia-pr45758423,"Lô góc 120.5m2 full thổ tại Đồng Trạng, Đoài Phương. Đường thông, cực đẹp, chỉ 35tr/m2. Rẻ hơn TT","Xã Cổ Đông, Thị xã Sơn Tây, Hà Nội | (Xã Đoài Phương, Hà Nội mới)","Xã Cổ Đông, Thị xã Sơn Tây, Hà Nội","(Xã Đoài Phương, Hà Nội mới)",35 triệu/m²,"~4,22 tỷ",,Sơn Tây,"120,5 m²",13 m,4 m,Nam,,,,Sổ đỏ/ Sổ hồng,03/06/2026,18/06/2026,Tin thường,45758423,21.0474299364908,105.514506138861
https://batdongsan.com.vn/ban-dat-duong-dong-cham-xa-dong-xuan-2-22/on-au-metro-so-5-lo-at-3-mat-tien-137-8m2-trung-tam-hoa-lac-sat-hqg-re-nhat-khu-vuc-pr45256420,"Đón đầu Metro số 5, lô đất 3 mặt tiền 137.8m2, trung tâm Hòa Lạc, sát ĐHQG. Rẻ nhất khu vực","Đường Đồng Chằm, Xã Đông Xuân, Huyện Quốc Oai, Hà Nội | (Xã Yên Xuân, Hà Nội mới)","Đường Đồng Chằm, Xã Đông Xuân, Huyện Quốc Oai, Hà Nội","(Xã Yên Xuân, Hà Nội mới)",33 triệu/m²,"~4,55 tỷ",,Quốc Oai,"137,8 m²","7,5 m",8 m,Tây - Nam,,,,Sổ đỏ/ Sổ hồng.,07/06/2026,22/06/2026,Tin thường,45256420,20.9742403224435,105.513905533262
https://batdongsan.com.vn/ban-dat-xa-tan-xa/hiem-co-tai-hoa-lac-62-1m2-mt-5-5m-xay-tro-ngay-uong-2-o-to-sat-h10-chi-2-95-ty-pr45891587,"Hiếm có tại Tân Xã, Hòa Lạc 62.1m2, MT 5.5m, xây trọ ngay, đường 2 ô tô, sát ĐH10, chỉ 2,95 tỷ","Xã Tân Xã, Huyện Thạch Thất, Hà Nội | (Xã Hạ Bằng, Hà Nội mới)","Xã Tân Xã, Huyện Thạch Thất, Hà Nội","(Xã Hạ Bằng, Hà Nội mới)","47,5 triệu/m²","~2,95 tỷ",,Thạch Thất,"62,1 m²","5,5 m",5 m,Tây - Bắc,,,,Sổ đỏ/ Sổ hồng,11/06/2026,26/06/2026,Tin thường,45891587,21.0256239961751,105.562922023237
https://batdongsan.com.vn/ban-dat-xa-phu-man/chu-can-tien-ban-nhanh-183-6m2-ong-vang-cat-gan-hqg-cnc-hoa-lac-o-to-tranh-chi-22tr-m2-pr45823746,"Chủ cần tiền bán nhanh 183,6m2 Đồng Vàng Phú Cát, gần ĐHQG, CNC Hòa Lạc, ô tô tránh chỉ 22tr/m2","Xã Phú Mãn, Huyện Quốc Oai, Hà Nội | (Xã Phú Cát, Hà Nội mới)","Xã Phú Mãn, Huyện Quốc Oai, Hà Nội","(Xã Phú Cát, Hà Nội mới)",22 triệu/m²,"~4,04 tỷ",,Quốc Oai,"183,6 m²","6,06 m",5 m,Đông - Nam,,,,Sổ đỏ/ Sổ hồng,14/06/2026,29/06/2026,Tin thường,45823746,20.9586448108903,105.531724244356
https://batdongsan.com.vn/ban-dat-pho-gia-quat-phuong-thuong-thanh-1-9/e-can-ban-at-37m-mat-tien-4-5m-gan-cho-5-4-ty-pr45838712,"E cần bán đất Gia Quất 37m2 - mặt tiền 4.5m, gần chợ Gia Quất, 5.4 tỷ","Phố Gia Quất, Phường Thượng Thanh, Quận Long Biên, Hà Nội | (Phường Bồ Đề, Hà Nội mới)","Phố Gia Quất, Phường Thượng Thanh, Quận Long Biên, Hà Nội","(Phường Bồ Đề, Hà Nội mới)","5,4 tỷ","~145,95 triệu/m²",,Long Biên,37 m²,"4,5 m",5 m,,,,,Sổ đỏ/ Sổ hồng,02/06/2026,17/06/2026,Tin thường,45838712,21.06565909818,105.887982652601
https://batdongsan.com.vn/ban-nha-rieng-duong-ngoc-thuy-phuong-ngoc-thuy-9/gan-truong-viet-phap-63m-5tang-thang-may-mt-4-95m-12-5-ty-noi-that-nhap-khau-pr45534664,"Ngọc Thụy gần trường Việt Pháp - 66m2 5 tầng thang máy MT 4,95m 12,5 tỷ nội thất nhập khẩu","Đường Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội | (Phường Bồ Đề, Hà Nội mới)","Đường Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội","(Phường Bồ Đề, Hà Nội mới)","12,5 tỷ","~189,39 triệu/m²",4 phòng,Long Biên,66 m²,"4,95 m",,,,5 tầng,,Sổ đỏ/ Sổ hồng,14/06/2026,29/06/2026,Tin thường,45534664,21.0498540746187,105.866673042996
https://batdongsan.com.vn/ban-dat-duong-ngo-gia-tu-phuong-duc-giang-2-9/viet-hung-100m-tho-cu-o-to-tranh-nhau-chi-16-ty-con-bot-pr45823230,Việt Hưng - 100m2 thổ cư ôtô tránh nhau - chỉ 16 tỷ còn bớt,"Đường Ngô Gia Tự, Phường Đức Giang, Quận Long Biên, Hà Nội | (Phường Việt Hưng, Hà Nội mới)","Đường Ngô Gia Tự, Phường Đức Giang, Quận Long Biên, Hà Nội","(Phường Việt Hưng, Hà Nội mới)",16 tỷ,~160 triệu/m²,,Long Biên,100 m²,"5,1 m",8 m,,,,,Sổ đỏ/ Sổ hồng,14/06/2026,29/06/2026,Tin thường,45823230,21.0656639115036,105.897885230792
https://batdongsan.com.vn/ban-dat-xa-tan-xa/ban-gap-152m2-manh-at-vang-mat-ho-noi-quy-tu-moi-nhan-tai-cua-at-nuoc-chi-25-ty-bao-so-o-pr45895853?c=d1,Bán gấp 151m2 mảnh đất vàng mặt hồ Tân Xã nơi quy tụ mọi nhân tài của đất nước chỉ 25 tỷ bao sổ đỏ,"Xã Tân Xã, Huyện Thạch Thất, Hà Nội | (Xã Hòa Lạc, Hà Nội mới)","Xã Tân Xã, Huyện Thạch Thất, Hà Nội","(Xã Hòa Lạc, Hà Nội mới)",25 tỷ,"~165,56 triệu/m²",,Thạch Thất,151 m²,,30 m,,,,,Sổ đỏ/ Sổ hồng,11/06/2026,18/06/2026,Tin thường,45895853,21.0194789854341,105.545056806069
https://batdongsan.com.vn/ban-nha-rieng-duong-truong-dinh-phuong-tuong-mai-8/inh-2-thoang-ngo-truoc-3-gac-qh-on-inh-kcbt-full-noi-that-nhieu-tien-ich-pr45808019,"Trương Định! 2 thoáng, ngõ trước nhà 3 gác, QH ổn định, KCBT full nội thất, nhiều tiện ích","Đường Trương Định, Phường Tương Mai, Quận Hoàng Mai, Hà Nội | (Phường Tương Mai, Hà Nội mới)","Đường Trương Định, Phường Tương Mai, Quận Hoàng Mai, Hà Nội","(Phường Tương Mai, Hà Nội mới)","7,9 tỷ","~161,22 triệu/m²",,Hoàng Mai,49 m²,,,,,,,Sổ đỏ/ Sổ hồng,13/06/2026,28/06/2026,Tin thường,45808019,20.9875240837114,105.84973983369
https://batdongsan.com.vn/ban-dat-duong-kim-quan-thuong-phuong-viet-hung-2-9/pho-cuc-hiem-quy-at-xay-biet-thu-san-vuon-kho-xuong-gia-au-tu-pr45148234,"Việt Hưng - phố Kim Quan Thượng. Cực hiếm quỹ đất xây biệt thự sân vườn, kho xưởng. Giá đầu tư","Đường Kim Quan Thượng, Phường Việt Hưng, Quận Long Biên, Hà Nội | (Phường Việt Hưng, Hà Nội mới)","Đường Kim Quan Thượng, Phường Việt Hưng, Quận Long Biên, Hà Nội","(Phường Việt Hưng, Hà Nội mới)",76 tỷ,"~228,92 triệu/m²",,Long Biên,332 m²,"12,2 m","12,5 m",Tây - Bắc,,,,Sổ hồng,11/06/2026,26/06/2026,Tin thường,45148234,21.0584783608351,105.901589446114
https://batdongsan.com.vn/ban-nha-rieng-duong-ngo-gia-tu-phuong-duc-giang-2-9/full-noi-that-6-tang-thang-may-au-tu-pr45572468,Full nội thất 6 tầng thang máy giá đầu tư,"Đường Ngô Gia Tự, Phường Đức Giang, Quận Long Biên, Hà Nội | (Phường Việt Hưng, Hà Nội mới)","Đường Ngô Gia Tự, Phường Đức Giang, Quận Long Biên, Hà Nội","(Phường Việt Hưng, Hà Nội mới)","23,5 tỷ","~217,59 triệu/m²",5 phòng,Long Biên,108 m²,5 m,6 m,Đông - Nam,Đông - Nam,6 tầng,,Sổ đỏ/ Sổ hồng.,31/05/2026,15/06/2026,Tin thường,45572468,21.0701498021683,105.906081497669
https://batdongsan.com.vn/ban-dat-duong-phuc-loi-phuong-phuc-loi-9/at-ep-via-he-o-to-tranh-kinh-doanh-sam-uat-gia-vi-tri-tot-nhat-phan-khuc-pr45829944,Đất đẹp Phúc Lợi - Vỉa hè ô tô tránh. Kinh doanh sầm uất - Giá & vị trí tốt nhất phân khúc,"195, Đường Phúc Lợi, Phường Phúc Lợi, Quận Long Biên, Hà Nội | (Phường Phúc Lợi, Hà Nội mới)","195, Đường Phúc Lợi, Phường Phúc Lợi, Quận Long Biên, Hà Nội","(Phường Phúc Lợi, Hà Nội mới)",18 tỷ,"~214,29 triệu/m²",,Long Biên,84 m²,"6,52 m",9 m,Tây - Nam,,,,Sổ đỏ/ Sổ hồng,31/05/2026,15/06/2026,Tin thường,45829944,21.0459804132683,105.92461925
https://batdongsan.com.vn/ban-nha-rieng-pho-hong-tien-phuong-bo-de-9/hiem-thong-so-cuc-ep-gia-au-tu-tiem-nang-tang-gia-khu-nhieu-ng-san-on-pr45854286,Hiếm. Phố Hồng Tiến. Thông số cực đẹp. Giá đầu tư - Tiềm năng tăng giá. Khu nhiều người săn đón,"Phố Hồng Tiến, Phường Bồ Đề, Quận Long Biên, Hà Nội | (Phường Bồ Đề, Hà Nội mới)","Phố Hồng Tiến, Phường Bồ Đề, Quận Long Biên, Hà Nội","(Phường Bồ Đề, Hà Nội mới)",30 tỷ,"~256,41 triệu/m²",3 phòng,Long Biên,117 m²,"6,6 m",5 m,Tây - Bắc,Tây - Bắc,3 tầng,,Sổ đỏ/ Sổ hồng,04/06/2026,19/06/2026,Tin thường,45854286,21.0424435577441,105.873474888504
https://batdongsan.com.vn/ban-nha-rieng-duong-ngoc-thuy-phuong-ngoc-thuy-9/180trieu-m2-uong-oto-7-cho-thong-ngu-trong-re-nhat-thi-truong-pr45505124,180 triệu/m2. Ngọc Thụy đường oto 7 chỗ thông ngủ trong nhà. Rẻ nhất thị trường,"Đường Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội | (Phường Bồ Đề, Hà Nội mới)","Đường Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội","(Phường Bồ Đề, Hà Nội mới)",180 triệu/m²,"~21,6 tỷ",3 phòng,Long Biên,120 m²,6 m,4 m,Tây,Tây,3 tầng,,Sổ đỏ/ Sổ hồng,12/06/2026,27/06/2026,Tin thường,45505124,21.0505325480668,105.864993408322
https://batdongsan.com.vn/ban-dat-xa-kim-hoa-1/chu-ban-nhanh-100m2-at-tai-khu-au-gia-bach-a-nay-thuoc-tien-thang-giap-vanh-ai-4-pr45548019,"Chủ bán nhanh 100m2 đất tại khu đấu giá Bạch Đa, Kim Hoa nay thuộc xã Tiến Thắng, giáp Vành đai 4","Xã Kim Hoa, Huyện Mê Linh, Hà Nội | (Xã Tiến Thắng, Hà Nội mới)","Xã Kim Hoa, Huyện Mê Linh, Hà Nội","(Xã Tiến Thắng, Hà Nội mới)",57 triệu/m²,"~5,7 tỷ",,Mê Linh,100 m²,5 m,,,,,,Sổ đỏ/ Sổ hồng.,11/06/2026,26/06/2026,Tin thường,45548019,21.2143878461969,105.741174901136
https://batdongsan.com.vn/ban-dat-xa-mai-lam/ban-gap-50m-truc-chinh-kinh-doanh-thon-phuc-tho-ong-anh-chi-3-825-ty-pr45727301,"Bán gấp 51m2 trục chính kinh doanh thôn Phúc Thọ Mai Lâm Đông Anh chỉ 3,825 tỷ","thôn Phúc Thọ, Xã Mai Lâm, Huyện Đông Anh, Hà Nội | (Xã Đông Anh, Hà Nội mới)","thôn Phúc Thọ, Xã Mai Lâm, Huyện Đông Anh, Hà Nội","(Xã Đông Anh, Hà Nội mới)","3,83 tỷ",~75 triệu/m²,,Đông Anh,51 m²,,,,,,,Sổ đỏ,06/06/2026,21/06/2026,Tin thường,45727301,21.0923858951509,105.888822859856
https://batdongsan.com.vn/ban-nha-rieng-duong-tam-khuong-phuong-khuong-thuong-3/moi-xay-3-thoang-40m2x5-tang-tai-ngo-thong-100m-ra-uong-lon-so-vuong-ep-pr45867602,Nhà mới xây - 3 thoáng 42.8m2x5 tầng tại Tam Khương - Ngõ Thông - 100m ra đường lớn - sổ vuông đẹp,"137, Đường Tam Khương, Phường Khương Thượng, Quận Đống Đa, Hà Nội | (Phường Kim Liên, Hà Nội mới)","137, Đường Tam Khương, Phường Khương Thượng, Quận Đống Đa, Hà Nội","(Phường Kim Liên, Hà Nội mới)","12,8 tỷ","~299,06 triệu/m²",6 phòng,Đống Đa,"42,8 m²","4,05 m",3 m,Nam,Nam,5 tầng,,Sổ đỏ/ Sổ hồng,06/06/2026,21/06/2026,Tin thường,45867602,21.0030660696396,105.827493444085
https://batdongsan.com.vn/ban-dat-xa-phu-man/sieu-pham-lo-goc-view-suoi-284-9m2-tai-gan-cnc-dhqg-duong-3-oto-re-nhat-tt-22-tr-m2-pr44724398,"Siêu phẩm lô góc view suối 284.9m2 tại Phú Mãn, gần CNC, ĐHQG, đường 3 ôtô. Rẻ nhất TT, 22 tr/m2","Xã Phú Mãn, Huyện Quốc Oai, Hà Nội | (Xã Phú Cát, Hà Nội mới)","Xã Phú Mãn, Huyện Quốc Oai, Hà Nội","(Xã Phú Cát, Hà Nội mới)",22 triệu/m²,"~6,27 tỷ",,Quốc Oai,"284,9 m²",19 m,7 m,,,,,Sổ đỏ/ Sổ hồng.,13/06/2026,28/06/2026,Tin thường,44724398,20.9526744009603,105.529193926519
https://batdongsan.com.vn/ban-dat-duong-dong-trang-xa-co-dong-16/cuc-hiem-lo-kinh-doanh-ngay-tai-hoa-lac-dt-185m2-sat-cnc-dhqg-gia-chi-26tr-m2-pr45113261,"Cực hiếm, Lô đất kinh doanh ngay tại Đồng Trạng, Hoà Lạc. DT 185m2, sát CNC, ĐHQG. Giá chỉ 26tr/m2","Đường Đồng Trạng, Xã Cổ Đông, Thị xã Sơn Tây, Hà Nội | (Xã Đoài Phương, Hà Nội mới)","Đường Đồng Trạng, Xã Cổ Đông, Thị xã Sơn Tây, Hà Nội","(Xã Đoài Phương, Hà Nội mới)",26 triệu/m²,"~4,81 tỷ",,Sơn Tây,185 m²,5 m,10 m,,,,,Sổ đỏ,13/06/2026,28/06/2026,Tin thường,45113261,21.0430287592432,105.520434897824
https://batdongsan.com.vn/ban-dat-duong-co-loa-xa-co-loa-10/ban-sieu-pham-2-mat-bia-thon-mach-trang-mat-tien-19m-6m-dau-tu-sieu-loi-nhuan-pr44512262,"Bán siêu phẩm 2 mặt bìa thôn Mạch Tràng, Cổ Loa, mặt tiền 19m, đường 6m đầu tư siêu lợi nhuận","thôn Mạch Tràng, Đường Cổ Loa, Xã Cổ Loa, Huyện Đông Anh, Hà Nội | (Xã Đông Anh, Hà Nội mới)","thôn Mạch Tràng, Đường Cổ Loa, Xã Cổ Loa, Huyện Đông Anh, Hà Nội","(Xã Đông Anh, Hà Nội mới)",132 triệu/m²,"~10,56 tỷ",,Đông Anh,80 m²,19 m,6 m,,,,,Sổ đỏ/ Sổ hồng.,13/06/2026,28/06/2026,Tin thường,44512262,21.1154149505518,105.870192590491
https://batdongsan.com.vn/ban-dat-duong-le-xa-xa-mai-lam-10/ban-lo-at-au-gia-xa-ong-anh-vi-tri-sieu-ep-sieu-hot-106m2-chi-14-35ty-pr45188771,"Bán lô đất đấu giá - Lê Xá, xã Đông Anh - Vị trí siêu đẹp siêu hot 106m2 chỉ 14,35 tỷ","Đường Lê Xá, Xã Mai Lâm, Huyện Đông Anh, Hà Nội | (Xã Đông Anh, Hà Nội mới)","Đường Lê Xá, Xã Mai Lâm, Huyện Đông Anh, Hà Nội","(Xã Đông Anh, Hà Nội mới)","14,35 tỷ","~135,38 triệu/m²",,Đông Anh,106 m²,"7,11 m",,,,,,Sổ đỏ,13/06/2026,28/06/2026,Tin thường,45188771,21.0834817626355,105.879596447533
https://batdongsan.com.vn/ban-dat-xa-mai-lam/ban-tai-dong-anh-ha-noi-149-trieu-m2-56-m2-gia-sieu-hoi-tai-dinh-cu-bo-ca-pr44556226,"Bán đất tại xã Mai Lâm, Đông Anh, Hà Nội, 149 triệu/m2, 56m2 - giá siêu hời. Tái định cư Bộ CA","Xã Mai Lâm, Huyện Đông Anh, Hà Nội | (Xã Đông Anh, Hà Nội mới)","Xã Mai Lâm, Huyện Đông Anh, Hà Nội","(Xã Đông Anh, Hà Nội mới)",149 triệu/m²,"~8,34 tỷ",,Đông Anh,56 m²,,,,,,,Sổ đỏ.,13/06/2026,28/06/2026,Tin thường,44556226,21.092198171445,105.888753467596
https://batdongsan.com.vn/ban-nha-rieng-xa-cao-vien/ban-moi-xay-tai-phuc-sung-huyen-thanh-oai-gia-chi-2-95-ty-co-thuong-luong-pr45815903,"Bán nhà riêng mới xây tại Phúc Sung, xã Cao Viên, huyện Thanh Oai, giá chỉ 2.95 tỷ có thương lượng","Thôn Phúc Sung, Xã Cao Viên, Huyện Thanh Oai, Hà Nội | (Xã Bình Minh, Hà Nội mới)","Thôn Phúc Sung, Xã Cao Viên, Huyện Thanh Oai, Hà Nội","(Xã Bình Minh, Hà Nội mới)","2,95 tỷ","~98,01 triệu/m²",3 phòng,Thanh Oai,"30,1 m²","3,4 m",3 m,Tây - Nam,Tây - Nam,4 tầng,,Sổ đỏ/ Sổ hồng,13/06/2026,28/06/2026,Tin thường,45815903,20.9061922959193,105.742824693548
https://batdongsan.com.vn/ban-dat-xa-ba-trai/at-nghi-duong-view-toan-canh-ho-cam-quy-tay-cham-nuoc-cach-tl86-vai-tram-met-gan-nhieu-tien-ich-pr45627747,"Đất nghỉ dưỡng view toàn cảnh Hồ Cẩm Quỳ, tay chạm nước, cách TL86 vài trăm mét, gần nhiều tiện ích","Xã Ba Trại, Huyện Ba Vì, Hà Nội | (Xã Suối Hai, Hà Nội mới)","Xã Ba Trại, Huyện Ba Vì, Hà Nội","(Xã Suối Hai, Hà Nội mới)","3,53 tỷ","~2,45 triệu/m²",,Ba Vì,1.440 m²,,,,,,,Sổ đỏ/ Sổ hồng,13/06/2026,28/06/2026,Tin thường,45627747,21.1263378142282,105.351333420042
https://batdongsan.com.vn/ban-nha-rieng-phuong-hoang-van-thu-4/o-to-do-cong-mai-ngo-thong-2-thoang-thiet-ke-hop-ly-tang-noi-that-sdcc-44-4m2-5t-pr44776667,"Ô tô đỗ cổng! Hoàng Mai, ngõ thông 2 thoáng, thiết kế hợp lý, tặng nội thất, SĐCC, 44,4m2 * 5T","Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội | (Phường Tương Mai, Hà Nội mới)","Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội","(Phường Tương Mai, Hà Nội mới)","8,46 tỷ","~190,54 triệu/m²",4 phòng,Hoàng Mai,"44,4 m²",,,,,5 tầng,,Có sổ.,13/06/2026,28/06/2026,Tin thường,44776667,20.9876012088647,105.85933217623
https://batdongsan.com.vn/ban-nha-rieng-duong-luong-khanh-thien-phuong-tuong-mai-8/ban-ngo-3-gac-tranh-rong-3-thoang-san-s-cc-khong-qh-49m2-5t-pr45543978,"Bán nhà Lương Khánh Thiện, ngõ 3 gác tránh, rộng, 3 thoáng, sân riêng, SĐCC, không QH, 49m2*5T","Đường Lương Khánh Thiện, Phường Tương Mai, Quận Hoàng Mai, Hà Nội | (Phường Tương Mai, Hà Nội mới)","Đường Lương Khánh Thiện, Phường Tương Mai, Quận Hoàng Mai, Hà Nội","(Phường Tương Mai, Hà Nội mới)","8,96 tỷ","~182,86 triệu/m²",3 phòng,Hoàng Mai,49 m²,,,,,5 tầng,,Sổ đỏ/ Sổ hồng,13/06/2026,28/06/2026,Tin thường,45543978,20.9878486994341,105.849644466787
https://batdongsan.com.vn/ban-dat-duong-quoc-lo-414-xa-minh-quang-18/hang-moi-tinh-10m-mat-tl414-bam-song-da-view-nui-tan-cuc-dep-gan-cau-dong-k9-pr44949222,"Hàng mới tinh lô đất 10m mặt đường TL414, bám sông Đà, view núi Tản cực đẹp, gần cầu Đồng Quang, K9","Đường Quốc Lộ 414, Xã Minh Quang, Huyện Ba Vì, Hà Nội | (Xã Ba Vì, Hà Nội mới)","Đường Quốc Lộ 414, Xã Minh Quang, Huyện Ba Vì, Hà Nội","(Xã Ba Vì, Hà Nội mới)",360 triệu,"~903,84 nghìn/m²",,Ba Vì,"398,3 m²","10,1 m",12 m,,,,,Sổ đỏ/ Sổ hồng,13/06/2026,28/06/2026,Tin thường,44949222,20.8259838878216,105.88020270257
https://batdongsan.com.vn/ban-nha-rieng-duong-quan-chay-xa-dong-la-21/ban-ong-tram-bom-yen-nghia-canh-k-t-o-nghia-pr45815371,"Bán nhà Đông La - Trạm Bơm Yên Nghĩa, cạnh KĐT Đô Nghĩa","Đường Quán Chảy, Xã Đông La, Huyện Hoài Đức, Hà Nội | (Xã An Khánh, Hà Nội mới)","Đường Quán Chảy, Xã Đông La, Huyện Hoài Đức, Hà Nội","(Xã An Khánh, Hà Nội mới)","4,5 tỷ",~150 triệu/m²,4 phòng,Hoài Đức,30 m²,"5,33 m",3 m,Tây - Bắc,Tây - Bắc,4 tầng,,Sổ đỏ/ Sổ hồng,13/06/2026,28/06/2026,Tin thường,45815371,20.9589646083425,105.725796651095
https://batdongsan.com.vn/ban-nha-rieng-duong-doi-nhan-phuong-cong-vi-2/hot-chu-can-tien-ban-ba-inh-mat-ngo-phan-lo-o-to-tranh-5-tang-o-ngay-gia-chi-11-8-ty-pr45409273,"Hot - chủ cần tiền bán nhà Ba Đình - mặt ngõ phân lô ô tô tránh - 5 tầng - ở ngay - giá chỉ 11,8 tỷ","Đường Đội Nhân, Phường Cống Vị, Quận Ba Đình, Hà Nội | (Phường Ngọc Hà, Hà Nội mới)","Đường Đội Nhân, Phường Cống Vị, Quận Ba Đình, Hà Nội","(Phường Ngọc Hà, Hà Nội mới)","11,8 tỷ","~406,9 triệu/m²",3 phòng,Ba Đình,29 m²,,,,,5 tầng,,Sổ đỏ/ Sổ hồng,13/06/2026,28/06/2026,Tin thường,45409273,21.0411380177532,105.811414149632
https://batdongsan.com.vn/ban-dat-xa-yen-bai/at-thuoc-tuyen-2-tl87-cach-tl87-hon-100m-gan-ga-metro-ang-lam-kcn-cao-hoa-lac-view-nui-pr45809811,"Đất Yên Bài thuộc tuyến 2 TL87, cách TL87 hơn 100m, gần ga Metro đang làm-KCN cao Hòa Lạc, view núi","Thôn Muỗi, Xã Yên Bài, Huyện Ba Vì, Hà Nội | (Xã Yên Bài, Hà Nội mới)","Thôn Muỗi, Xã Yên Bài, Huyện Ba Vì, Hà Nội","(Xã Yên Bài, Hà Nội mới)","3,8 tỷ","~8,27 triệu/m²",,Ba Vì,"459,7 m²","13,5 m",,,,,,Sổ đỏ/ Sổ hồng,13/06/2026,28/06/2026,Tin thường,45809811,21.0515845564365,105.444221088263
https://batdongsan.com.vn/ban-dat-xa-ba-trai/at-nghi-duong-vi-tri-trung-tam-uong-thong-cach-tl86-chi-50m-gan-ub-truong-cho-tram-pr45574182,"Đất nghỉ dưỡng Ba Trại vị trí trung tâm, đường thông, cách TL86 chỉ 50m, gần UB, trường, chợ, trạm","Thôn 6, Xã Ba Trại, Huyện Ba Vì, Hà Nội | (Xã Suối Hai, Hà Nội mới)","Thôn 6, Xã Ba Trại, Huyện Ba Vì, Hà Nội","(Xã Suối Hai, Hà Nội mới)","1,9 tỷ","~4,96 triệu/m²",,Ba Vì,"383,4 m²",,,,,,,Sổ đỏ/ Sổ hồng.,13/06/2026,28/06/2026,Tin thường,45574182,21.1262394063155,105.351395005081
https://batdongsan.com.vn/ban-dat-xa-khanh-thuong-2/lo-at-32m-mat-uong-truc-chinh-vi-tri-ep-gan-cong-lang-nghi-duong-hoac-kinh-doanh-buon-ban-uoc-pr45627374,"Lô đất 32m mặt đường trục chính Khánh Thượng, gần cổng làng, nghỉ dưỡng hoặc kinh doanh buôn bán ok","Xã Khánh Thượng, Huyện Ba Vì, Hà Nội | (Xã Ba Vì, Hà Nội mới)","Xã Khánh Thượng, Huyện Ba Vì, Hà Nội","(Xã Ba Vì, Hà Nội mới)","1,63 tỷ","~3,29 triệu/m²",,Ba Vì,"495,3 m²",32 m,,,,,,Sổ đỏ/ Sổ hồng.,13/06/2026,28/06/2026,Tin thường,45627374,21.0252960017559,105.32593801795
